Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,Status
1,1,1,0,1,-0.522840661024511,19,19,3,7,-0.2323138991088071,0,0,0,1,1,0,19,-0.3045174163605091,0.25775348123448183,8,0.37330581555236303,0.5461357640479148,0,-0.2876857311500217,0.7528947369363009,9,0.7848163428370591,0.7440504211179042,0,11.1,0.6,Graduate
1,17,2,0,1,-1.3538729753773344,19,38,7,8,-0.7456861315144303,1,0,0,1,1,0,21,-0.3045174163605091,-0.13128815572234495,9,0.37330581555236303,0.16613423961377305,0,-0.2876857311500217,-0.1310017362457082,9,0.46855487253304884,0.5928784819788286,0,16.2,0.3,Graduate
1,1,1,0,1,0.15709486890052646,19,1,9,9,-0.35552323488615745,1,0,0,1,1,0,20,-0.3045174163605091,-0.5203297926791717,6,0.06441588839141525,0.28972536854942177,0,-0.2876857311500217,-0.5729499728367128,6,0.15229340222903848,0.4191176323936841,0,16.2,0.3,Graduate
1,51,1,0,1,-0.598389053238404,42,3,125,124,0.18522884991443278,1,0,0,1,0,0,20,0.5029319783718854,-0.13128815572234495,7,0.37330581555236303,0.45451354046362025,0,-0.2876857311500217,-0.1310017362457082,9,-0.16396806807497186,0.6137297839290459,0,8.9,1.4,Graduate
1,18,1,1,1,0.3837400455422056,19,1,9,5,0.49325218935780674,1,0,0,1,1,0,19,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.4215559060807803,0,-0.2876857311500217,-0.1310017362457082,8,0.46855487253304884,0.7916174536918376,0,12.4,0.5,Graduate
1,1,1,1,1,-0.22064709216893877,2,37,3,9,0.2810583332968162,0,0,0,1,0,0,34,-0.3045174163605091,-0.5203297926791717,6,0.06441588839141525,0.36882369106823704,0,-0.2876857311500217,-0.5729499728367128,9,0.15229340222903848,0.6189426094166003,0,13.9,-0.3,Graduate
1,39,1,0,1,-0.22064709216893877,38,37,9,6,-1.6971360022395192,0,0,1,0,0,0,37,-0.3045174163605091,0.25775348123448183,7,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,0.31094650034529636,7,-1.112752478987003,-0.006596449089920076,0,8.9,1.4,Dropout
1,39,1,0,10,0.013552923694129249,34,37,0,0,0.10308929272953384,1,0,0,1,0,0,43,-0.3045174163605091,-0.5203297926791717,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.5729499728367128,0,-1.4290139492910132,-1.8310853697339375,0,7.6,2.6,Dropout
1,43,1,0,1,0.5348368299699917,37,37,6,6,-0.30076353009622353,0,0,0,1,1,0,55,-0.3045174163605091,-0.5203297926791717,10,-1.1711438202523758,-0.10576624404465419,0,-0.2876857311500217,-0.5729499728367128,8,-0.7964910086829925,0.3583013350388834,2,16.2,0.3,Dropout
4,39,1,1,1,-0.9761310143078692,19,19,9,3,-0.9168102089829714,1,0,0,1,1,0,39,-0.3045174163605091,-0.5203297926791717,8,0.06441588839141525,0.0919795622523838,0,-0.2876857311500217,-0.5729499728367128,5,0.15229340222903848,0.28532177821312266,0,7.6,2.6,Graduate
1,44,1,0,39,-0.9761310143078692,4,4,3,6,-0.49926745995973154,0,0,1,0,1,0,20,0.5029319783718854,-0.13128815572234495,13,-0.5533639659304803,0.22381009978374233,0,0.20677411926407815,-0.1310017362457082,11,-0.4802295383789822,0.3583013350388834,0,12.4,0.5,Dropout
1,1,5,0,1,-0.522840661024511,3,3,2,2,-0.42397286587357386,0,0,1,1,1,0,18,-0.3045174163605091,-0.13128815572234495,6,-0.24447403876953253,0.4380347232722003,0,-0.2876857311500217,-0.5729499728367128,5,-1.4290139492910132,-1.8310853697339375,0,12.7,3.7,Dropout
1,1,2,0,1,0.005998084472740374,3,19,2,7,-0.4718876075647646,1,0,0,1,1,0,22,-0.3045174163605091,-0.5203297926791717,5,0.06441588839141525,0.8434136261811283,0,-0.2876857311500217,-0.5729499728367128,5,0.15229340222903848,1.05160712488361,0,8.9,1.4,Graduate
1,1,6,0,1,-2.260453681944051,1,3,2,2,-1.8271903011156108,1,1,0,1,1,0,22,-0.3045174163605091,0.25775348123448183,9,0.06441588839141525,0.6709792830901112,0,-0.2876857311500217,0.7528947369363009,9,0.7848163428370591,0.7857530250183387,0,11.1,0.6,Graduate
1,17,1,0,1,-0.9761310143078692,1,38,5,5,-0.40343797657734815,0,0,0,0,1,0,20,-0.3045174163605091,-0.13128815572234495,7,-0.24447403876953253,0.4874711748464598,0,-0.2876857311500217,-0.1310017362457082,7,0.15229340222903848,0.6867093407548067,0,12.4,0.5,Dropout
1,39,1,1,1,0.013552923694129249,37,37,9,9,-1.2042986591301206,0,0,0,1,1,0,29,-0.3045174163605091,-0.5203297926791717,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.5729499728367128,0,-1.4290139492910132,-1.8310853697339375,0,16.2,0.3,Dropout
1,17,2,0,1,-0.22064709216893877,19,19,9,9,0.020949735544632943,1,0,0,1,1,0,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.22381009978374233,0,-0.2876857311500217,-0.1310017362457082,8,0.15229340222903848,0.5772400055161654,0,11.1,0.6,Graduate
1,17,6,0,1,-0.06955030774115267,37,19,7,7,0.3495079642842326,1,0,0,1,1,1,22,-0.3045174163605091,0.25775348123448183,8,0.37330581555236303,0.5896398414332625,0,-0.2876857311500217,0.7528947369363009,9,0.7848163428370591,0.6814965152672524,0,11.1,0.6,Graduate
1,44,1,1,39,-0.22064709216893877,1,19,9,9,0.41795759527164905,0,0,0,1,1,1,21,0.9066566757380826,-0.13128815572234495,6,0.37330581555236303,0.19085246540090278,0,0.7012339696781781,-0.1310017362457082,7,0.46855487253304884,0.5928784819788286,0,12.4,0.5,Graduate
1,1,1,0,1,0.4592884377560986,37,38,9,9,-0.08172471093649171,0,0,0,1,1,1,19,-0.3045174163605091,-0.13128815572234495,7,0.06441588839141525,0.3556406373151012,0,-0.2876857311500217,-0.1310017362457082,7,0.46855487253304884,0.510342078425885,0,12.7,3.7,Graduate
1,39,1,0,1,-0.22064709216893877,19,38,9,7,-0.9441900613779384,0,0,0,1,1,1,24,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.6193017123778183,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.7536072678450871,0,12.4,0.5,Graduate
1,1,3,0,1,2.574643419745104,37,37,90,90,2.190803037845735,0,0,0,1,1,0,19,-0.3045174163605091,-0.5203297926791717,7,0.06441588839141525,0.8264639856413819,0,-0.2876857311500217,-0.5729499728367128,5,0.15229340222903848,1.05160712488361,0,7.6,2.6,Graduate
1,39,1,1,1,-0.22064709216893877,38,38,9,9,-0.49926745995973154,0,0,0,1,1,0,27,-0.3045174163605091,-0.5203297926791717,12,0.06441588839141525,0.012881239733568528,0,-0.2876857311500217,-0.5729499728367128,10,0.15229340222903848,0.17585244297448166,0,9.4,-0.8,Dropout
1,1,1,0,1,-0.22064709216893877,1,19,5,5,0.12362418202575759,1,0,0,1,1,0,18,-0.3045174163605091,0.25775348123448183,9,0.6821957427133108,0.4962598773485503,0,-0.2876857311500217,0.7528947369363009,10,1.1010778131410695,0.6493073178816043,0,15.5,2.8,Graduate
2,7,1,0,3,-0.22064709216893877,1,3,4,3,0.18522884991443278,0,0,0,1,1,0,39,-0.3045174163605091,-0.13128815572234495,10,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,6,-1.4290139492910132,-1.8310853697339375,0,12.4,0.5,Dropout
1,39,1,0,40,-0.29619548438283183,3,3,2,2,1.9170045138960692,1,0,0,1,1,0,27,-0.3045174163605091,-0.13128815572234495,9,0.06441588839141525,0.4874711748464598,0,2.1846135209204776,2.0787394467093145,13,1.7336007537490903,0.5225053378968451,0,12.4,0.5,Dropout
1,17,1,0,1,0.6103852221838847,38,38,7,10,0.8560352335911146,1,0,0,1,1,0,18,-0.3045174163605091,0.6467951181913085,8,0.9910856698742586,0.8701093100312284,0,-0.2876857311500217,0.7528947369363009,8,1.1010778131410695,0.8937888332479026,0,9.4,-0.8,Graduate
1,1,2,0,1,-0.598389053238404,19,19,9,9,-0.848360577995555,0,0,0,1,1,0,18,-0.3045174163605091,0.25775348123448183,8,0.37330581555236303,0.5138372823527314,0,-0.2876857311500217,0.7528947369363009,12,0.7848163428370591,0.39870073256742955,0,16.2,0.3,Graduate
1,44,1,0,39,-0.22064709216893877,19,1,9,9,0.3152831487905244,0,0,0,1,1,1,21,0.9066566757380826,-0.13128815572234495,7,0.37330581555236303,0.28972536854942177,0,0.7012339696781781,-0.1310017362457082,7,0.46855487253304884,0.3583013350388834,0,13.9,-0.3,Graduate
4,42,1,0,19,0.013552923694129249,1,1,5,5,-0.08856967403523296,1,0,0,1,0,0,29,0.5029319783718854,0.25775348123448183,10,0.06441588839141525,0.26995078791971805,0,0.20677411926407815,0.7528947369363009,10,0.15229340222903848,0.17585244297448166,0,13.9,-0.3,Dropout
1,1,3,0,1,0.4592884377560986,19,19,5,3,0.06201951413708241,1,0,0,1,0,1,19,-0.3045174163605091,-2.4655379774633057,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-2.7826911557917358,0,-1.4290139492910132,-1.8310853697339375,0,10.8,1.4,Graduate
1,44,1,0,39,-0.22064709216893877,19,37,9,9,0.18522884991443278,1,0,0,1,0,0,23,-0.3045174163605091,-0.13128815572234495,8,0.37330581555236303,0.4027229721477292,0,-0.2876857311500217,-0.1310017362457082,7,0.46855487253304884,0.4364937173521985,0,8.9,1.4,Graduate
1,1,3,0,1,-0.598389053238404,1,38,7,7,-0.4924224968609903,0,0,1,1,0,0,19,-0.3045174163605091,-0.5203297926791717,8,0.06441588839141525,0.13152872351179126,0,-0.2876857311500217,-0.5729499728367128,10,-0.16396806807497186,0.13024021995838123,3,16.2,0.3,Dropout
1,17,1,0,1,1.2903207521089222,37,19,8,4,0.2399885547043667,0,0,0,1,0,0,24,-0.3045174163605091,0.25775348123448183,8,0.6821957427133108,0.28478172339199576,0,-0.2876857311500217,0.7528947369363009,8,1.1010778131410695,0.6775868961515865,0,13.9,-0.3,Graduate
1,1,1,0,1,0.6103852221838847,19,19,5,10,0.5822367096414488,1,0,0,1,0,0,19,-0.3045174163605091,-2.4655379774633057,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-2.7826911557917358,0,-1.4290139492910132,-1.8310853697339375,0,15.5,2.8,Dropout
1,17,4,0,1,-1.1272277987356554,38,37,5,7,-1.0673993971552878,1,0,0,1,0,0,18,-0.3045174163605091,-0.13128815572234495,12,-0.5533639659304803,0.22381009978374233,0,-0.2876857311500217,-0.1310017362457082,12,-1.112752478987003,0.3583013350388834,0,12.4,0.5,Dropout
1,1,2,0,1,0.6859336143977778,38,38,9,9,0.3837327797779408,1,0,0,1,0,0,18,-0.3045174163605091,-0.13128815572234495,8,0.37330581555236303,0.3556406373151012,0,-0.2876857311500217,-0.1310017362457082,11,-0.4802295383789822,0.4191176323936841,0,10.8,1.4,Graduate
1,17,3,0,1,-0.9761310143078692,19,19,4,7,-0.8072907994031056,1,0,1,1,0,0,18,-0.3045174163605091,-0.5203297926791717,8,-0.5533639659304803,-0.03985097527897475,0,-0.2876857311500217,-0.5729499728367128,11,-0.4802295383789822,0.14978831553671007,0,10.8,1.4,Dropout
1,18,4,0,1,-2.033808505302372,19,37,7,7,-1.4575622937835615,1,0,0,1,0,1,21,-0.3045174163605091,-0.13128815572234495,8,-0.24447403876953253,-0.006893340896135201,0,-0.2876857311500217,-0.1310017362457082,11,-1.112752478987003,0.17585244297448166,0,9.4,-0.8,Dropout
1,17,4,0,1,-0.9005826220939762,1,19,9,8,-0.47873257066350683,1,0,1,1,0,1,19,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.6193017123778183,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.6015665244580859,0,8.9,1.4,Graduate
1,17,4,0,1,1.2903207521089222,38,37,9,9,0.2399885547043667,0,0,0,1,0,1,22,-0.3045174163605091,0.25775348123448183,7,0.6821957427133108,0.8518884464510009,0,-0.2876857311500217,0.7528947369363009,9,1.1010778131410695,0.915784060791222,0,16.2,0.3,Graduate
2,39,1,1,1,-0.9761310143078692,37,37,9,6,-0.7046163529219809,0,0,0,1,0,0,33,-0.3045174163605091,-0.13128815572234495,8,0.37330581555236303,0.28972536854942177,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.29748503768408274,0,10.8,1.4,Graduate
1,1,6,0,1,-1.4294213675912275,19,19,9,9,-1.1700738436364124,1,0,0,1,0,0,20,-0.3045174163605091,-0.13128815572234495,8,0.06441588839141525,0.32927452980882926,0,-0.2876857311500217,-0.1310017362457082,7,0.15229340222903848,0.39479111345176365,0,10.8,1.4,Dropout
1,39,1,1,2,0.5348368299699917,3,3,2,2,1.9443843662910343,1,0,0,1,0,0,35,-0.3045174163605091,-2.0764963405064787,1,-1.4800337474133236,-2.0832243070150342,1,-0.2876857311500217,-0.5729499728367128,0,-1.4290139492910132,-1.8310853697339375,0,10.8,1.4,Dropout
1,39,1,0,4,2.0458046742478526,3,3,4,2,3.6350902516802215,0,0,1,1,0,0,24,2.117830767836674,2.2029616660186155,17,0.37330581555236303,0.3226830029322613,0,3.1735332217486776,2.520687683300319,14,1.7336007537490903,0.5954848947226058,0,12.4,0.5,Dropout
2,39,1,1,1,-0.22064709216893877,37,37,9,6,-1.1837637698338959,1,0,0,1,1,0,33,-0.3045174163605091,-0.13128815572234495,7,0.37330581555236303,0.0919795622523838,0,-0.2876857311500217,-0.1310017362457082,11,0.15229340222903848,0.17585244297448166,0,9.4,-0.8,Graduate
1,42,1,0,1,2.0458046742478526,37,38,9,7,2.3071674105243423,1,0,0,1,1,1,22,-0.3045174163605091,0.6467951181913085,8,0.6821957427133108,0.5032908393502228,0,-0.2876857311500217,0.7528947369363009,8,0.7848163428370591,0.5553461384684373,0,10.8,1.4,Graduate
1,39,1,0,1,-0.9761310143078692,1,19,4,5,-1.8682600797080602,0,0,0,1,1,1,25,-0.3045174163605091,-0.5203297926791717,7,-0.24447403876953253,-0.006893340896135201,0,-0.2876857311500217,-0.5729499728367128,7,0.15229340222903848,0.28532177821312266,0,9.4,-0.8,Graduate
1,17,1,0,1,-0.6739374454522971,19,38,4,0,-0.6635465743295313,1,0,0,1,0,0,20,-0.3045174163605091,-0.13128815572234495,9,0.37330581555236303,0.026064293486704346,1,-0.2876857311500217,-0.1310017362457082,6,0.15229340222903848,0.2123422213873619,0,7.6,2.6,Graduate
1,39,1,0,1,0.013552923694129249,1,1,4,10,-1.8135003749181273,0,0,0,1,0,0,24,-0.3045174163605091,0.25775348123448183,18,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,0.31094650034529636,7,-1.4290139492910132,-1.8310853697339375,0,13.9,-0.3,Dropout
1,17,2,0,1,0.013552923694129249,19,1,9,9,-1.526011924770978,1,0,0,0,1,0,21,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.6852169811434977,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.631974673135486,0,8.9,1.4,Graduate
1,15,1,0,1,0.013552923694129249,1,1,4,4,-1.8682600797080602,0,0,0,1,1,0,26,-0.3045174163605091,-0.13128815572234495,7,-0.8622538930914281,0.28972536854942177,1,-0.2876857311500217,-0.1310017362457082,6,-1.4290139492910132,-1.8310853697339375,0,8.9,1.4,Dropout
2,39,1,0,10,0.013552923694129249,37,34,0,0,-0.8072907994031056,0,0,0,1,1,0,39,-0.3045174163605091,-0.13128815572234495,12,-0.5533639659304803,0.4215559060807803,0,-0.2876857311500217,-0.1310017362457082,14,-1.4290139492910132,-1.8310853697339375,1,7.6,2.6,Dropout
2,39,1,1,1,0.013552923694129249,37,19,9,9,-0.9099652458842301,0,0,0,1,1,0,44,0.5029319783718854,0.6467951181913085,11,0.9910856698742586,0.26500714276229204,0,-0.2876857311500217,-0.1310017362457082,7,0.46855487253304884,0.4191176323936841,0,12.7,3.7,Graduate
1,1,5,0,1,0.15709486890052646,37,1,5,5,-0.16386426812139065,1,0,0,1,1,0,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.6193017123778183,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.6015665244580859,0,8.9,1.4,Graduate
1,1,5,0,1,-0.06955030774115267,37,37,7,7,-0.47873257066350683,1,0,0,1,1,1,18,-0.3045174163605091,0.25775348123448183,7,0.6821957427133108,0.6357805295692383,0,-0.2876857311500217,0.7528947369363009,9,1.1010778131410695,0.8103691453762347,0,12.4,0.5,Graduate
1,1,4,0,1,-1.3538729753773344,3,3,2,2,-1.0810893233527712,1,0,1,0,1,0,19,-0.3045174163605091,0.25775348123448183,10,-0.24447403876953253,0.2818155362975404,0,-0.2876857311500217,0.31094650034529636,7,-1.4290139492910132,-1.8310853697339375,0,13.9,-0.3,Dropout
1,53,1,0,42,-0.22064709216893877,38,38,9,9,0.10308929272953384,0,0,0,1,1,0,21,2.5215554652028715,1.4248783921049621,12,0.9910856698742586,0.46275294905933,0,1.6901536705063778,1.1948429735273056,14,0.15229340222903848,0.6137297839290459,0,8.9,1.4,Dropout
1,1,4,0,1,0.013552923694129249,1,1,9,10,-1.1837637698338959,1,0,0,1,1,0,20,-0.3045174163605091,-2.4655379774633057,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-2.7826911557917358,0,-1.4290139492910132,-1.8310853697339375,0,16.2,0.3,Graduate
2,39,1,1,1,-0.22064709216893877,37,37,6,5,-0.9441900613779384,1,0,0,1,1,0,36,-0.3045174163605091,-0.13128815572234495,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,0,-1.4290139492910132,-1.8310853697339375,0,9.4,-0.8,Dropout
4,39,1,0,12,0.013552923694129249,37,37,9,6,2.238717779536926,0,0,0,1,1,0,43,4.943903649400054,4.537211487759576,19,4.079984941483736,0.8101090693311004,0,4.656912772990977,2.9626359198913237,14,2.682385164661121,0.7653027096440872,1,15.5,2.8,Graduate
1,18,1,0,1,-0.74948583766619,19,19,9,7,-0.6772365005270139,1,0,0,1,1,0,19,-0.3045174163605091,-0.13128815572234495,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,0,-1.4290139492910132,-1.8310853697339375,0,11.1,0.6,Dropout
1,51,1,0,1,-0.22064709216893877,3,1,2,8,-0.34867827178741523,0,0,1,1,1,0,20,1.31038137310428,1.4248783921049621,12,1.608865524196154,0.4874711748464598,0,2.1846135209204776,2.0787394467093145,11,2.0498622240531006,0.40806012378372003,0,11.1,0.6,Graduate
1,1,2,0,1,-0.8250342298800831,37,38,4,7,-0.6224767957370809,1,0,0,1,1,0,19,-0.3045174163605091,-0.13128815572234495,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,0,-1.4290139492910132,-1.8310853697339375,0,16.2,0.3,Dropout
1,1,1,0,1,-1.5049697598051206,1,1,4,4,-1.40964755209237,1,0,0,1,1,0,20,-0.3045174163605091,-0.13128815572234495,15,-0.24447403876953253,0.7247661424029053,0,-0.2876857311500217,-0.1310017362457082,17,-0.16396806807497186,0.5863624501193856,0,15.5,2.8,Dropout
1,1,5,0,1,-1.6560665442329066,3,4,4,3,-1.3069731056112452,1,0,0,1,1,0,20,0.5029319783718854,0.25775348123448183,9,0.37330581555236303,0.5402033898590031,0,-0.2876857311500217,0.31094650034529636,10,0.15229340222903848,0.41303600265820406,0,12.4,0.5,Dropout
1,1,1,0,1,0.6859336143977778,37,37,6,7,0.6027715989376726,1,0,0,1,1,0,18,-0.3045174163605091,-0.13128815572234495,8,0.37330581555236303,0.656967580243921,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.9056480112320886,0,13.9,-0.3,Graduate
1,1,1,0,1,-0.1450986999550457,19,19,9,9,0.8560352335911146,1,0,0,1,1,0,19,-0.3045174163605091,-0.5203297926791717,6,0.06441588839141525,0.5665694973652751,0,-0.2876857311500217,-0.5729499728367128,5,0.15229340222903848,0.504260448690405,0,10.8,1.4,Graduate
